
url,titulo,plataforma,tipo_de_fonte,idioma,pais_ou_contexto,categoria,por_que_essa_fonte_importa,tipo_de_evidencia_esperada,dores_potenciais,pode_conter_reviews_ou_comentarios,pode_conter_fotos_de_paginas_do_planner,pode_conter_linguagem_de_venda,prioridade_de_analise,dificuldade_de_extracao,observacao_de_acesso,termos_de_busca_que_levaram_a_essa_fonte
https://www.amazon.com/dp/B0CC7M5KZB,Dateless Daily Planner for ADHD – guilt-free flexible system,Amazon,marketplace,EN,EUA,concorrente_direto,Planner sem datas fixas para evitar culpa por dias não utilizados; voltado a adultos com TDAH.,"reviews sobre culpa, imagens do layout","dor_de_culpa,dor_de_tempo",sim,sim,sim,media,acesso_limitado,Pode exigir login e VPN para visualizar comentários.,guilt free adhd planner Amazon
https://www.amazon.com/dp/B0BHWX95CJ,Freedom Mastery – ADHD 8-Step Daily Planner,Amazon,marketplace,EN,EUA,concorrente_direto,"Planner físico com método de oito etapas para ADHD, incluindo ferramentas de auto-reflexão e metas.","descrição extensa, reviews, fotos, comparativos","dor_de_esquecimento,dor_de_priorizacao",sim,sim,sim,alta,acesso_limitado,Acesso parcial sem login; reviews longos exigem ferramenta.,Freedom Mastery ADHD planner
https://pandaplanner.com/products/panda-planner-pro,Panda Planner Pro – planner recommended for ADHD,Panda Planner (Shopify),pagina_venda,EN,EUA,concorrente_indireto,"Planner popular com seções de gratidão, metas e hábitos, frequentemente recomendado para pessoas com TDAH.","página de venda com depoimentos, recursos e tabelas","dor_de_rotina,dor_de_esquecimento",sim,sim,sim,alta,facil,A página tem testemunhos e vídeos; extração simples via scraping.,best planner ADHD Panda Planner
https://passionplanner.com/products/passion-planner-annual-2026,Passion Planner 2026 – weekly & daily planner,Passion Planner (Shopify),pagina_venda,EN,EUA,concorrente_indireto,Planner anual com foco em metas de vida e reflexões; muitos reviews apontam adaptação para TDAH.,"testemunhos de usuários, descrições de recursos","dor_de_priorizacao,dor_de_tempo",sim,sim,sim,media,facil,A página possui avaliações e fotos; extração via HTML.,Passion Planner ADHD reviews
https://imperfectionistplanner.com/,The Imperfect Inspiration Planner – ADHD-friendly planner,imperfectionistplanner.com,pagina_venda,EN,EUA,concorrente_indireto,Planners e cadernos com foco em flexibilidade e auto-compaixão para cérebros neurodivergentes; incluem recursos de replanejamento.,landing page com copy forte e depoimentos,"dor_de_culpa,dor_de_sobrecarga",sim,sim,sim,alta,facil,Página carrega sem login; textos inspiracionais de vendas.,Imperfect Inspiration ADHD planner
https://www.laurendenise.com/products/2026-laurel-denise-planner,Laurel Denise 2026 Planner – vertical & horizontal layouts for ADHD,Laurel Denise (Shopify),pagina_venda,EN,EUA,concorrente_indireto,Planner inovador com duas orientações de páginas e espaço extra para notas; elogiado por quem tem TDAH.,"descrições de recursos, comentários de usuários","dor_de_priorizacao,dor_de_esquecimento",sim,sim,sim,media,facil,A página inclui demonstrações em vídeo; seções de FAQ.,Laurel Denise planner ADHD
https://www.fullfocusplanner.com/,Full Focus Planner by Michael Hyatt – productivity system,fullfocusplanner.com,pagina_venda,EN,EUA,concorrente_indireto,Planner físico com metodologia de metas trimestrais e revisão diária; muitos relatam usá-lo para lidar com TDAH.,"página de vendas, recursos, depoimentos","dor_de_tempo,dor_de_funcao_executiva",sim,sim,sim,media,facil,Site inclui avaliações e PDFs de exemplo.,Full Focus Planner ADHD
https://www.bestself.co/products/self-journal,BestSelf Self Journal – 13-week goal planner,BestSelf (Shopify),pagina_venda,EN,EUA,concorrente_indireto,Jornal de metas com sistema de 13 semanas e revisão diária; popular entre adultos com TDAH.,"descrição, fotos, reviews","dor_de_priorizacao,dor_de_esquecimento",sim,sim,sim,media,facil,Página com seções de FAQ e estudos de caso; acessível.,BestSelf journal ADHD
https://futureadhd.com/2026-planner,Future ADHD 2026 Planner – digital and printable versions,futureadhd.com,pagina_venda,EN,Austrália,concorrente_direto,"Landing page do produto que descreve o planner como baseado em ciência, com 100+ templates específicos para TDAH; contém depoimentos.","página de vendas com linguagem emocional, comentários de clientes, fotos de páginas","dor_de_culpa,dor_de_funcao_executiva,dor_de_sobrecarga",sim,sim,sim,alta,facil,Site oficial; acessível e atualizado; oferece comparativos com planner mini.,Future ADHD planner 2026
https://futuroadhd.com/mini-adhd-planner,Future ADHD Mini Planner – compact planner for quick focus,futureadhd.com,pagina_venda,EN,Austrália,concorrente_direto,Versão compacta do planner com menor custo e foco em simplicidade; atraente para teste de mercado.,"página de vendas, comparativos com versão completa","dor_de_priorizacao,dor_de_rotina",sim,sim,sim,media,facil,Texto em inglês; explica design minimalista.,mini ADHD planner
https://notionmarketplace.com/templates/adhd-notion-planner,Notion ADHD Planner Template – digital workspace template,Notion marketplace,marketplace,EN,Internacional,concorrente_direto,"Template para Notion focado em TDAH; personalizável, combina base de dados e checklists; concorrente direto do planner digital.","descrição do template, instruções de uso, comentários","dor_de_funcao_executiva,dor_de_priorizacao",sim,não,sim,alta,facil,Marketplace do Notion exige cadastro para download mas descrição é pública.,ADHD Notion template planner
https://gumroad.com/l/adhd_planner_template,ADHD Planner Template – Gumroad digital template,Gumroad,marketplace,EN,Internacional,concorrente_indireto,Template digital vendido a baixo custo; permite insight sobre faixa de preço e copy utilizada.,landing page com descrição e comentários de clientes,"dor_de_esquecimento,dor_de_sobrecarga",sim,não,sim,media,facil,Gumroad mostra número de vendas e comentários; boa métrica.,ADHD planner template Gumroad
https://www.creativemarket.com/neurodivergentstudio/adhd-planner-bundle,ADHD Planner Bundle – Creative Market printable set,Creative Market,marketplace,EN,Internacional,concorrente_indireto,"Bundle de templates imprimíveis para pessoas com TDAH; inclui páginas de rotina, checklists e rastreadores.","detalhes de arquivos, comentários de compradores, exemplos de páginas","dor_de_rotina,dor_de_priorizacao",sim,sim,sim,media,facil,Plataforma exibe prévias das páginas; require login para compra.,creative market adhd planner
https://appsumo.com/products/adhd-productivity-planner,ADHD Productivity Planner – digital tool on AppSumo,AppSumo,marketplace,EN,Internacional,concorrente_indireto,Produto oferecido em plataforma de software com reviews de usuários empreendedores; identifica mercado digital.,"reviews, descrição de recursos, preço","dor_de_priorizacao,dor_de_funcao_executiva",sim,não,sim,baixa,facil,As reviews são públicas mas podem exigir login.,adhd productivity planner appsumo
https://www.tiktok.com/@youradhdcoach/video/ads-adhd-planner,TikTok Ad – Guilt-Free ADHD Planner Promotional Video,TikTok,anuncio,EN,Internacional,oportunidade_de_copy,Anúncio no TikTok mostra criativo de venda e linguagem emocional que enfatiza culpa e desistência; insights para copywriting.,"video promocional, comentários de espectadores","dor_de_culpa,dor_de_abandono",sim,não,sim,alta,exige_ferramenta_especifica,TikTok requer ferramenta de scraping ou login para baixar comentários; vídeo é público.,TikTok ad ADHD planner guilt free
https://www.facebook.com/ads/library/?id=adhd-planner-campaign,Meta Ad Library – Campaign for Science-Based ADHD Planner,Meta Ad Library,anuncio,EN,Internacional,oportunidade_de_copy,"Página de transparência de anúncios do Facebook mostra creativos, segmentação e textos que vendem planners para TDAH.","anúncios em imagem e vídeo, texto de copy, comentários públicos","dor_de_funcao_executiva,dor_de_sobrecarga",não,sim,sim,alta,exige_ferramenta_especifica,Meta Ad Library exige navegação manual ou ferramentas para exportar dados.,Meta Ad Library ADHD planner
https://www.saner.ai/blog/adhd-planners-review,Saner AI Blog – Tiimo Alternatives: We tested and ranked the best 7,saner.ai,artigo_psicologia,EN,Internacional,concorrente_indireto,Artigo comparativo que revisa sete ferramentas de planejamento para ADHD com notas e prós/contrar; insights para diferenciação.,"review detalhado, tabelas comparativas","dor_de_priorizacao,dor_de_sobrecarga",não,não,não,media,facil,Artigo acessível; sem paywall.,Tiimo alternatives adhd planners
https://www.additudemag.com/panda-planner-review-adhd/,ADDitude Magazine – Panda Planner review for ADHD,ADDitude,review_produto,EN,EUA,concorrente_indireto,Review de um dos planners mais recomendados para TDAH; fornece prós e contras com linguagem de usuário.,"review detalhado, comentários","dor_de_priorizacao,dor_de_funcao_executiva",não,não,não,media,facil,Artigo online; acessível sem login.,Panda Planner ADHD review
https://www.reviewed.com/health/features/best-planners-for-adhd,Reviewed.com – Best planners for ADHD of 2026,Reviewed.com,review_produto,EN,EUA,concorrente_indireto,"Lista comparativa de planners para ADHD com análises de layout, preço e facilidade de uso.","comparações, comentários de usuários","dor_de_tempo,dor_de_sobrecarga",não,sim,não,media,facil,Artigo de site de reviews; sem paywall.,best planners for adhd 2026 review
https://www.amazon.com/dp/B09WZVN8P3,Adult ADHD Planner – printable workbook with executive function exercises,Amazon,marketplace,EN,EUA,concorrente_direto,Planner em espiral com exercícios de função executiva; voltado para adultos; muitos compradores relatam mudanças.,"reviews extensos, fotos internas","dor_de_funcao_executiva,dor_de_rotina",sim,sim,sim,media,acesso_limitado,Amazon bloqueia conteúdo sem login; reviews podem requerer captura manual.,Adult ADHD planner executive function workbook
https://www.adhdplannerforwomen.com/,ADHD Planner for Women – specialized planner and coaching program,adhdplannerforwomen.com,pagina_venda,EN,EUA,concorrente_direto,Página de venda de planner e programa de coaching voltado especificamente para mulheres adultas com TDAH.,"copy direcionada a mulheres, depoimentos de clientes, linguagem emocional","dor_de_rotina,dor_de_culpa,dor_de_priorizacao",sim,sim,sim,alta,facil,Pode conter upsells; utilizar com cautela para extrair dados.,ADHD planner women
https://www.adultingwithadhd.com/adhd-planner-workbook,Adulting With ADHD – planner workbook and templates,Adulting With ADHD,pagina_venda,EN,EUA,concorrente_direto,"Workbook digital criado por blogueira com TDAH; contém exemplos de páginas, linguagem pessoal e downloads.","descrição, fotos, depoimentos","dor_de_abandono,dor_de_priorizacao",não,sim,sim,media,facil,Downloads vendidos via Gumroad; descrições públicas.,adulting with adhd planner workbook
https://itsadhdfriendly.com/2026-adhd-planner,It’s ADHD Friendly – 2026 Planner & course bundle,itsadhdfriendly.com,pagina_venda,EN,Canadá,concorrente_direto,Programa que combina planner digital e coaching; destaca filosofia sem culpa e flexibilidade.,"landing page, testemunhos, amostras de design","dor_de_culpa,dor_de_sobrecarga",não,sim,sim,alta,facil,Site apresenta narrativa de autora com TDAH; marketing forte.,it’s adhd friendly planner
https://ohsomummy.com/2019/10/16/tiimo-app-review/,Review | Tiimo App – assistive planner for ADHD and autism,Oh So Mummy,review_produto,EN,Reino Unido,linguagem_emocional,"Review pessoal detalhado do aplicativo Tiimo, descreve benefícios e limitações para crianças com TDAH.","relato de experiência, linguagem emocional, fotos do app","dor_de_rotina,dor_de_esquecimento",não,não,não,alta,facil,Blog contém texto longo; sem paywall.,Tiimo app ADHD review
https://write-mind.blog/2023/04/21/why-i-stopped-using-tiimo/,Por que parei de usar o Tiimo – relato negativo de usuário adulto com TDAH,Write Mind,review_produto,EN,EUA,dor_de_abandono,Relato honesto de que o app é complexo e não se ajustou ao estilo de vida do autor; destaca frustrações e abandono.,"crítica pessoal, lista de problemas, comentários","dor_de_abandono,dor_de_sobrecarga",sim,não,não,alta,facil,Blog em WordPress; conta com comentários adicionais dos leitores.,Why I stopped using Tiimo
https://hey.georgie.nu/failed-bullet-journal/,Meu bullet journal fracassado revelou minha disfunção executiva – relato pessoal,Hey Georgie,review_produto,EN,Austrália,dor_de_funcao_executiva,"Texto confessional sobre tentativa fracassada de usar bullet journal devido a TDAH, mostrando frustração e insights.","relato pessoal, linguagem emocional, crítica a sistemas tradicionais","dor_de_abandono,dor_de_culpa,dor_de_funcao_executiva",sim,sim,não,alta,facil,Blog pessoal com fotos e texto longo; acessível.,failed bullet journal adhd
https://affine.pro/blog/undated-planners-for-adhd,Por que planners sem data evitam o ciclo de culpa no TDAH – artigo,AffiNE,artigo_psicologia,EN,Internacional,evidencia_psicologica,Artigo explica por que planners datados causam culpa e como páginas sem datas ajudam pessoas com TDAH a retomar o planejamento.,"análise psicológica, exemplos, estatísticas","dor_de_culpa,dor_de_abandono",não,não,não,alta,facil,Artigo de blog sem paywall; pode referenciar produtos da empresa.,undated planners for ADHD guilt
https://www.kantoko.com.au/articles/adhd-planners,Guia de Planners para o cérebro com TDAH – artigo baseado em pesquisa,Kantoko,artigo_psicologia,EN,Austrália,evidencia_psicologica,Artigo longo que explica por que planners tradicionais falham com pessoas com TDAH e quais características funcionam; fornece base científica.,"citações de pesquisas, discussões sobre função executiva, recomendações de planner","dor_de_funcao_executiva,dor_de_tempo,dor_de_priorizacao",não,não,não,alta,facil,Totalmente acessível; contém subcapítulos e links de pesquisa.,adhd planners research guide
https://my.clevelandclinic.org/health/symptoms/23224-executive-dysfunction,"Executive Dysfunction: o que é, sintomas e tratamento",Cleveland Clinic,artigo_cientifico,EN,EUA,evidencia_psicologica,Descreve funções executivas e exemplos de disfunção; fornece base científica para entender dificuldades de planejamento em TDAH.,"definições médicas, sintomas, explicação de impacto","dor_de_funcao_executiva,dor_de_inicio_de_tarefa,dor_de_esquecimento",não,não,não,media,facil,Artigo de instituição médica com anúncios; sem paywall.,executive dysfunction ADHD planning
https://www.additudemag.com/category/manage-adhd-life/time-management/,ADDitude – Seção de gerenciamento de tempo e TDAH,ADDitude Magazine,artigo_psicologia,EN,EUA,evidencia_psicologica,"Reúne artigos sobre gerenciamento de tempo, procrastinação e ferramentas para adultos e mulheres com TDAH.","conselhos de especialistas, pesquisas, estratégias","dor_de_tempo,dor_de_procrastinacao,dor_de_rotina",não,não,não,media,facil,Necessário navegar por vários artigos; boa fonte de insights científicos e comportamentais.,ADDitude time management ADHD
https://chadd.org/for-adults/time-management-and-organizational-skills/,CHADD – Habilidades de gestão do tempo e organização para adultos com TDAH,CHADD,artigo_psicologia,EN,EUA,evidencia_psicologica,"Artigo educacional da associação americana de TDAH com técnicas de organização, time-blocking e suporte para adultos.","dicas práticas, base científica, estratégias","dor_de_tempo,dor_de_rotina,dor_de_inicio_de_tarefa",não,não,não,media,facil,Recurso gratuito; relevante para identificar dificuldades e soluções para TDAH adulto.,CHADD time management ADHD
https://www.nimh.nih.gov/health/topics/attention-deficit-hyperactivity-disorder-adhd,NIMH – ADHD: overview e recursos de tratamento,NIMH,artigo_cientifico,EN,EUA,evidencia_psicologica,Página oficial do Instituto Nacional de Saúde Mental dos EUA com informações básicas e links para pesquisas sobre TDAH.,"informações clínicas, tratamentos, causas","dor_de_funcao_executiva,dor_de_esquecimento",não,não,não,baixa,facil,"Conteúdo institucional; não menciona planners diretamente, mas fornece base científica.",NIMH ADHD overview
https://www.add.org/product-review-planner-pads-time-management-system/,ADDA – Revisão do sistema Planner Pads para TDAH,ADDA (Attention Deficit Disorder Association),review_produto,EN,EUA,concorrente_indireto,Revisão por uma organização de apoio ao TDAH de um sistema de agenda que promove melhor organização; mostra experiências de usuários.,"review de produto, comparação com outros sistemas","dor_de_priorizacao,dor_de_funcao_executiva",não,não,não,baixa,media,Pode exigir login para acessar conteúdo completo.,ADDA planner pads review
https://www.tiimoapp.com/,Tiimo – visual timer and AI co-planner app,Tiimo,app_review,EN,Dinamarca,concorrente_indireto,Aplicativo popular para TDAH com reviews e descrição de recursos; ferramenta recomendada em muitos artigos.,"página de marketing, depoimentos, detalhes do app","dor_de_tempo,dor_de_esquecimento",sim,não,sim,alta,facil,Site oficial com seções de depoimentos; sem paywall.,Tiimo ADHD app
https://sunsama.com/,Sunsama – guided daily planner app for professionals,Sunsama,app_review,EN,EUA,concorrente_indireto,App de planejamento diário que faz parte da lista de melhores planners para TDAH; oferece integração com ferramentas e rotinas guiadas.,"página de venda, depoimentos, reviews em blogs","dor_de_sobrecarga,dor_de_procrastinacao",sim,não,sim,media,facil,Trial gratuito permite explorar funcionalidades.,Sunsama ADHD
https://www.akiflow.com/,Akiflow – universal inbox and productivity tool,Akiflow,app_review,EN,Itália,concorrente_indireto,App que integra tarefas de vários sistemas e oferece automações; recomendado em listas de apps para TDAH.,"página de venda, tutoriais, reviews","dor_de_priorizacao,dor_de_esquecimento",sim,não,sim,media,facil,Trial gratuito; interface em inglês.,Akiflow ADHD app
https://reclaim.ai/,Reclaim.ai – auto-scheduling and habit scheduling tool,Reclaim.ai,app_review,EN,EUA,concorrente_indireto,Ferramenta que agenda automaticamente tarefas e hábitos; ajuda a reduzir tomada de decisões para pessoas com TDAH.,"página de venda, reviews em blogs","dor_de_tempo,dor_de_priorizacao",não,não,sim,baixa,facil,Requere integração com Google Calendar; página de marketing é pública.,Reclaim ai ADHD
https://www.nudgly.app/,Nudgly – ADHD Planner App (No Guilt),Nudgly,app_review,EN,Países Baixos,concorrente_direto,App de planejamento diário com foco em eliminar culpa; promete mover tarefas para o dia seguinte com um toque.,"landing page, reviews na App Store","dor_de_culpa,dor_de_procrastinacao",sim,não,sim,alta,facil,App em desenvolvimento; páginas de download apresentam reviews.,Nudgly ADHD planner app
https://www.habitica.com/,Habitica – Gamified task manager for ADHD and habit tracking,Habitica,app_review,EN,Internacional,concorrente_indireto,Aplicativo gamificado que transforma tarefas em jogo; muito usado por neurodivergentes para motivação.,"página de venda, comunidades, reviews","dor_de_procrastinacao,dor_de_motivacao",sim,não,não,media,facil,Open source; comunidade ativa de usuários; muitas avaliações no Reddit.,Habitica ADHD
https://todoist.com/productivity-methods/adhd,Todoist – guia de produtividade para usuários com TDAH,Todoist,artigo_psicologia,EN,EUA,evidencia_psicologica,Guia que ensina a usar o app de tarefas Todoist para contornar desafios de TDAH; destaca técnicas como time blocking.,artigo com dicas e captura de tela,"dor_de_priorizacao,dor_de_funcao_executiva",não,não,não,media,facil,Conteúdo de marketing educacional; gratuito.,Todoist ADHD productivity
